Consumption (kWh), Start, End
0.018000, 2025-04-27T17:00:00+01:00, 2025-04-27T17:30:00+01:00
0.009000, 2025-04-27T17:30:00+01:00, 2025-04-27T18:00:00+01:00
0.008000, 2025-04-27T18:00:00+01:00, 2025-04-27T18:30:00+01:00
0.009000, 2025-04-27T18:30:00+01:00, 2025-04-27T19:00:00+01:00
0.010000, 2025-04-27T19:00:00+01:00, 2025-04-27T19:30:00+01:00
0.009000, 2025-04-27T19:30:00+01:00, 2025-04-27T20:00:00+01:00
0.018000, 2025-04-27T20:00:00+01:00, 2025-04-27T20:30:00+01:00
0.009000, 2025-04-27T20:30:00+01:00, 2025-04-27T21:00:00+01:00
0.016000, 2025-04-27T21:00:00+01:00, 2025-04-27T21:30:00+01:00
0.007000, 2025-04-27T21:30:00+01:00, 2025-04-27T22:00:00+01:00
0.007000, 2025-04-27T22:00:00+01:00, 2025-04-27T22:30:00+01:00
0.004000, 2025-04-27T22:30:00+01:00, 2025-04-27T23:00:00+01:00
0.005000, 2025-04-27T23:00:00+01:00, 2025-04-27T23:30:00+01:00
0.004000, 2025-04-27T23:30:00+01:00, 2025-04-28T00:00:00+01:00
0.006000, 2025-04-28T00:00:00+01:00, 2025-04-28T00:30:00+01:00
2.818000, 2025-04-28T00:30:00+01:00, 2025-04-28T01:00:00+01:00
2.877000, 2025-04-28T01:00:00+01:00, 2025-04-28T01:30:00+01:00
2.859000, 2025-04-28T01:30:00+01:00, 2025-04-28T02:00:00+01:00
2.843000, 2025-04-28T02:00:00+01:00, 2025-04-28T02:30:00+01:00
2.863000, 2025-04-28T02:30:00+01:00, 2025-04-28T03:00:00+01:00
2.903000, 2025-04-28T03:00:00+01:00, 2025-04-28T03:30:00+01:00
2.265000, 2025-04-28T03:30:00+01:00, 2025-04-28T04:00:00+01:00
1.204000, 2025-04-28T04:00:00+01:00, 2025-04-28T04:30:00+01:00
0.424000, 2025-04-28T04:30:00+01:00, 2025-04-28T05:00:00+01:00
0.242000, 2025-04-28T05:00:00+01:00, 2025-04-28T05:30:00+01:00
0.027000, 2025-04-28T05:30:00+01:00, 2025-04-28T06:00:00+01:00
0.012000, 2025-04-28T06:00:00+01:00, 2025-04-28T06:30:00+01:00
0.014000, 2025-04-28T06:30:00+01:00, 2025-04-28T07:00:00+01:00
0.008000, 2025-04-28T07:00:00+01:00, 2025-04-28T07:30:00+01:00
0.005000, 2025-04-28T07:30:00+01:00, 2025-04-28T08:00:00+01:00
0.010000, 2025-04-28T08:00:00+01:00, 2025-04-28T08:30:00+01:00
0.015000, 2025-04-28T08:30:00+01:00, 2025-04-28T09:00:00+01:00
0.008000, 2025-04-28T09:00:00+01:00, 2025-04-28T09:30:00+01:00
0.008000, 2025-04-28T09:30:00+01:00, 2025-04-28T10:00:00+01:00
0.008000, 2025-04-28T10:00:00+01:00, 2025-04-28T10:30:00+01:00
0.008000, 2025-04-28T10:30:00+01:00, 2025-04-28T11:00:00+01:00
0.008000, 2025-04-28T11:00:00+01:00, 2025-04-28T11:30:00+01:00
0.009000, 2025-04-28T11:30:00+01:00, 2025-04-28T12:00:00+01:00
0.009000, 2025-04-28T12:00:00+01:00, 2025-04-28T12:30:00+01:00
0.010000, 2025-04-28T12:30:00+01:00, 2025-04-28T13:00:00+01:00
0.009000, 2025-04-28T13:00:00+01:00, 2025-04-28T13:30:00+01:00
0.009000, 2025-04-28T13:30:00+01:00, 2025-04-28T14:00:00+01:00
0.007000, 2025-04-28T14:00:00+01:00, 2025-04-28T14:30:00+01:00
0.000000, 2025-04-28T14:30:00+01:00, 2025-04-28T15:00:00+01:00
0.007000, 2025-04-28T15:00:00+01:00, 2025-04-28T15:30:00+01:00
0.008000, 2025-04-28T15:30:00+01:00, 2025-04-28T16:00:00+01:00
0.013000, 2025-04-28T16:00:00+01:00, 2025-04-28T16:30:00+01:00
0.009000, 2025-04-28T16:30:00+01:00, 2025-04-28T17:00:00+01:00
0.030000, 2025-04-28T17:00:00+01:00, 2025-04-28T17:30:00+01:00
0.008000, 2025-04-28T17:30:00+01:00, 2025-04-28T18:00:00+01:00
0.011000, 2025-04-28T18:00:00+01:00, 2025-04-28T18:30:00+01:00
0.007000, 2025-04-28T18:30:00+01:00, 2025-04-28T19:00:00+01:00
0.007000, 2025-04-28T19:00:00+01:00, 2025-04-28T19:30:00+01:00
0.010000, 2025-04-28T19:30:00+01:00, 2025-04-28T20:00:00+01:00
0.009000, 2025-04-28T20:00:00+01:00, 2025-04-28T20:30:00+01:00
0.007000, 2025-04-28T20:30:00+01:00, 2025-04-28T21:00:00+01:00
0.006000, 2025-04-28T21:00:00+01:00, 2025-04-28T21:30:00+01:00
0.005000, 2025-04-28T21:30:00+01:00, 2025-04-28T22:00:00+01:00
0.004000, 2025-04-28T22:00:00+01:00, 2025-04-28T22:30:00+01:00
0.004000, 2025-04-28T22:30:00+01:00, 2025-04-28T23:00:00+01:00
0.005000, 2025-04-28T23:00:00+01:00, 2025-04-28T23:30:00+01:00
0.005000, 2025-04-28T23:30:00+01:00, 2025-04-29T00:00:00+01:00
0.004000, 2025-04-29T00:00:00+01:00, 2025-04-29T00:30:00+01:00
2.817000, 2025-04-29T00:30:00+01:00, 2025-04-29T01:00:00+01:00
